utterance;level_0;level_1;level_2;tp;absatz;seq
Ok. Gut. Die doppelte Menge Wasser.;fact;Amount;Ratio;13;26;12
Ok. Gut. Die doppelte Menge Wasser. Soll ich die ganz verbrauchen oder;fact;Amount;Amount of Ingredients;13;26;13
Soll ich die ganz verbrauchen oder;fact;Amount;Amount of Ingredients;13;26;14
Soll ich die ganz verbrauchen oder. Wie schneidet man am besten Zwiebeln. In Ringe.;competence;Cooking technique;Cooking technique - Ingredient;13;30;15
Wie schneidet man am besten Zwiebeln. In Ringe. Aber davor natürlich abschälen oder?;competence;Cooking technique;Cooking technique - Reassurance;13;36;16
Aber davor natürlich abschälen oder? Wie lang sollten die? Linsen rauf?;fact;Time;Cooking Time;13;38;17
Wie lang sollten die? Linsen rauf? Bei wie viel Temperatur?;fact;Temperature;Temperature explicit;13;40;18
Bei wie viel Temperatur? Also jetzt runter.;fact;Temperature;Temperature Reassurance;13;46;19
Also jetzt runter. So. Also wie war das mit Zwiebel gleich nochmal? Oben anschneiden?;competence;Cooking technique;Cooking technique - Reassurance;13;48;20
So. Also wie war das mit Zwiebel gleich nochmal? Oben anschneiden? Mhm;competence;Cooking technique;Cooking technique - Next Step;13;50;21
Mhm. Mhm;competence;Cooking technique;Cooking technique - Next Step;13;52;22
Mhm. Wie groß sollen die Ringe sein?;fact;Ingredient;Ingredient - Texture,Appearance;13;54;23
Wie groß sollen die Ringe sein? Soll man die nochmal verkleinern?;fact;Ingredient;Ingredient - Texture,Appearance;13;54;24
Soll man die nochmal verkleinern? Wie geht es dann weiter?;competence;Preparation;Preparation Steps;13;56;25
Wie geht es dann weiter? Mhm;competence;Preparation;Preparation Steps;13;58;26
Mhm. Also der nächste Schritt war dann Olivenöl reintun.;competence;Preparation;Preparation Steps;13;60;27
Also der nächste Schritt war dann Olivenöl reintun. Und die Zwiebeln.;competence;Preparation;Preparation Steps;13;62;28
Und die Zwiebeln. Wie lange soll es ziehen?;fact;Time;Soaking Time;13;64;29
Wie lange soll es ziehen? Wie viel Olivenöl rein? Löffel?;fact;Amount;Amount of Ingredients;13;66;30
Wie viel Olivenöl rein? Löffel? Und dann wieder auf die Platte?;competence;Preparation;Preparation Steps;13;68;31
Und dann wieder auf die Platte? Was kommt danach?;competence;Preparation;Preparation Steps;13;70;32
Was kommt danach? Achso erst nach dem kochen.;competence;Preparation;Preparation Steps;13;70;33
Achso erst nach dem kochen. Was für Gewürze würden sich da dafür eignen.;fact;Ingredient;Ingredients in Recipe;13;72;34
Was für Gewürze würden sich da dafür eignen.;fact;Ingredient;Ingredient composition;13;72;35
Was für Gewürze würden sich da dafür eignen. Ok hab ich nicht. Alternative?;fact;Ingredient;Ingredient Substitution;13;74;36
Ok hab ich nicht. Alternative? So. Soll man die Zwiebeln andünsten Oder Nur ein bisschen einwirken lassen das Ganze.;competence;Preparation;Preparation Steps;13;80;37
So. Soll man die Zwiebeln andünsten Oder Nur ein bisschen einwirken lassen das Ganze. Also. Als nächstes GeWÜRze.;fact;Ingredient;Ingredients in Recipe;13;82;38
Also. Als nächstes GeWÜRze.;competence;Preparation;Preparation Steps;13;82;39
Also. Als nächstes GeWÜRze. Was kommt dann?;competence;Preparation;Preparation Steps;13;92;40
Was kommt dann? Mhm Wie viel?;fact;Amount;Amount of Ingredients;13;94;41
Mhm Wie viel? Halber Esslöffel.;fact;Amount;Amount of Ingredients;13;96;42
Halber Esslöffel. Welche Temperatur?;fact;Temperature;Temperature explicit;13;96;43
Welche Temperatur? So. Gibt es noch weitere Schritte;competence;Preparation;Preparation Steps;13;98;44
So. Gibt es noch weitere Schritte. Ok Wie geht es weiter.;competence;Preparation;Preparation Steps;13;100;45
Ok Wie geht es weiter. Sojasoße kommt jetzt noch;competence;Preparation;Preparation Steps;13;102;46
Sojasoße kommt jetzt noch. Und dann?;competence;Preparation;Preparation Steps;13;104;47
Und dann? Mhm;competence;Preparation;Preparation Steps;13;106;48
Mhm. Wie viel Sojasoße ist;fact;Amount;Amount of Ingredients;13;108;49
Wie viel Sojasoße ist. So. Das war es jetzt oder?;competence;Preparation;Preparation finished reassurance;13;116;50
Also ich würde jetzt gern ein Rezept machen was möglichst nicht den Ofen braucht weil sonst ähm gehen wir hier ein und ähm was möglichst wenig Hitze produziert. Also wenn du jetzt NICHT dagewesen wärst hätte ich wahrscheinlich irgendwie Quesadillas gemacht das sind so Tortillas mit Käse-Mais-Taschen und halt einen Salat dazu.;fact;Recipe;Recipe Retrieval;14;2;1
Also ich würde jetzt gern ein Rezept machen was möglichst nicht den Ofen braucht weil sonst ähm gehen wir hier ein und ähm was möglichst wenig Hitze produziert. Also wenn du jetzt NICHT dagewesen wärst hätte ich wahrscheinlich irgendwie Quesadillas gemacht das sind so Tortillas mit Käse-Mais-Taschen und halt einen Salat dazu. Ähm Weiß nicht also die die man ähm Also vermutlich irgendwie das GeMÜse also Paprika Auberginen Zwiebel Bohnen vielleicht noch;fact;Recipe;Recipe Retrieval;14;14;2
Ähm Weiß nicht also die die man ähm Also vermutlich irgendwie das GeMÜse also Paprika Auberginen Zwiebel Bohnen vielleicht noch. Sowas hab ich noch nie gemacht aber das ist wahrscheinlich Ofen.;fact;Equipment;Equipment needed;14;24;3
Sowas hab ich noch nie gemacht aber das ist wahrscheinlich Ofen. Ah ich hab eine Idee. Schau mal ob es ähm so ich hab irgendwo mal ein Rezept gesehen mit so wo man so Auberginenrollen hatte Ich glaub die hatten da irgendwie Frischkäse und Lachs dazu drin Aber das könnte man bestimmt auch mit Crème fraîche machen.;fact;Recipe;Recipe Retrieval;14;26;4
Ah ich hab eine Idee. Schau mal ob es ähm so ich hab irgendwo mal ein Rezept gesehen mit so wo man so Auberginenrollen hatte Ich glaub die hatten da irgendwie Frischkäse und Lachs dazu drin Aber das könnte man bestimmt auch mit Crème fraîche machen. Darfst du mir ein Bild zeigen?;fact;Miscellaneous;Picture Request;14;28;5
Darfst du mir ein Bild zeigen? Ok. Kannst du es beschreiben?;fact;Miscellaneous;Picture Request;14;30;6
Ok. Kannst du es beschreiben? Gut. Ja ähm Ist das eher so eine Vorspeiseportion oder eher so eine Hauptgerichtportion.;fact;Meal;Meal Type;14;34;7
Gut. Ja ähm Ist das eher so eine Vorspeiseportion oder eher so eine Hauptgerichtportion. Ähm Kannst du mir mal die Zutatenliste vorlesen?;fact;Ingredient;Ingredients in Recipe;14;36;8
Ähm Kannst du mir mal die Zutatenliste vorlesen? Also dass ich weiß wie viel es ist?;fact;Amount;Amount of Ingredients;14;38;9
Also dass ich weiß wie viel es ist? Genau. Ähm Kannst mir die Zutaten nochmal langsam raus- äh vor- vorlesen dass ich die dann quasi immer holen kann wenn du sie hast?;fact;Ingredient;Ingredients in Recipe;14;46;10
Genau. Ähm Kannst mir die Zutaten nochmal langsam raus- äh vor- vorlesen dass ich die dann quasi immer holen kann wenn du sie hast? Ja;fact;Ingredient;Ingredients in Recipe;14;48;11
Ja. Mhm;fact;Ingredient;Ingredients in Recipe;14;50;12
Mhm. Ja;fact;Ingredient;Ingredients in Recipe;14;56;13
Ja. Ok Thymian? Ja;fact;Ingredient;Ingredients in Recipe;14;60;14
Ok Thymian? Ja. Mhm;fact;Ingredient;Ingredients in Recipe;14;62;15
Mhm. Ok;fact;Ingredient;Ingredients in Recipe;14;64;16
Ok. Ähm Ok;fact;Ingredient;Ingredients in Recipe;14;66;17
Ähm Ok. Ja;fact;Ingredient;Ingredients in Recipe;14;68;18
Ja. Ja perfekt;fact;Ingredient;Ingredients in Recipe;14;70;19
Ja perfekt. Ok. Cool. Ähm Kannst du mir sagen was ich als nächstes oder als erstes machen soll?;competence;Preparation;Preparation Steps;14;76;20
Ok. Cool. Ähm Kannst du mir sagen was ich als nächstes oder als erstes machen soll? Ok. Ähm Jetzt putzen?;competence;Preparation;Preparation Steps;14;78;21
Ok. Ähm Jetzt putzen? Ähm Kannst du trotzdem mal nachschauen was das genau heißen könnte?;competence;Cooking technique;Cooking technique - Ingredient;14;80;22
Ähm Kannst du trotzdem mal nachschauen was das genau heißen könnte? Mhm;competence;Cooking technique;Cooking technique - Next Step;14;82;23
Mhm. Ok. dann mach ich jetzt sonst nichts mehr. Ähm wie dünn sollten die Scheiben nochmal sein?;fact;Ingredient;Ingredient - Texture,Appearance;14;84;24
Ok. dann mach ich jetzt sonst nichts mehr. Ähm wie dünn sollten die Scheiben nochmal sein? Steht da irgendwas dazu was ich mit den ANsatzscheiben machen soll also weil die ja immer kleiner werden.;competence;Preparation;Preparation of Ingredient;14;86;25
Steht da irgendwas dazu was ich mit den ANsatzscheiben machen soll also weil die ja immer kleiner werden. Ok. Ähm Wie war das mit dem Salzen und einlegen?;competence;Preparation;Preparation Steps;14;90;26
Ok. Ähm Wie war das mit dem Salzen und einlegen? War das ein Teller oder;competence;Preparation;Preparation Steps;14;90;27
War das ein Teller oder. Ok. Gut. Ähm Was kommt als nächstes?;competence;Preparation;Preparation Steps;14;92;28
Ok. Gut. Ähm Was kommt als nächstes? Ok. Ähm Hast du auch einen Timer integriert?;fact;Miscellaneous;System Abilities;14;94;29
Ok. Ähm Hast du auch einen Timer integriert? Ok. Super. Ok. Was kommt als nächstes.;competence;Preparation;Preparation Steps;14;98;30
Ok. Super. Ok. Was kommt als nächstes. Wie lang denn im Ofen?;fact;Time;Roasting Time;14;100;31
Wie lang denn im Ofen? Ähm kannst du mir mal das ganze Rezept vorlesen?;competence;Preparation;Preparation Steps;14;110;32
Ähm kannst du mir mal das ganze Rezept vorlesen? Mhm;competence;Preparation;Preparation Steps;14;114;33
Mhm. darf ich das Rezept abwandeln?;fact;Miscellaneous;Question regarding experiment;14;116;34
darf ich das Rezept abwandeln? Ok. So. Zwei Schalotten. Schalotten sind diese kleinen Zwiebeln oder? Also SO ungefähr.;fact;Knowledge;Knowledge Ingredient;14;118;35
Ok. So. Zwei Schalotten. Schalotten sind diese kleinen Zwiebeln oder? Also SO ungefähr. Ok. Dann Geh ich jetzt einfach mal davon aus dass eine halbe Zwiebel ungefähr zwei Schalotten entspricht?;fact;Amount;Amount of Ingredient after Substitution;14;120;36
Ok. Dann Geh ich jetzt einfach mal davon aus dass eine halbe Zwiebel ungefähr zwei Schalotten entspricht? Gut. Was ist der nächste Schritt?;competence;Preparation;Preparation Steps;14;130;37
Gut. Was ist der nächste Schritt? Ok Ich weiß nicht ob ich das jetzt mach weil ähm es sind ja eh quasi Kirschtomaten;competence;Cooking technique;Cooking technique - Ingredient;14;132;38
Ok Ich weiß nicht ob ich das jetzt mach weil ähm es sind ja eh quasi Kirschtomaten. So. Äh steht da irgendwas wie viel Gramm?;fact;Amount;Amount of Ingredients;14;134;39
So. Äh steht da irgendwas wie viel Gramm? Gut. Ähm soll ich derweil schon irgendwas mit den Zwiebeln machen? Also was wär dann der nächste Schritt?;competence;Preparation;Preparation Steps;14;136;40
Gut. Ähm soll ich derweil schon irgendwas mit den Zwiebeln machen? Also was wär dann der nächste Schritt? Wahrscheinlich die irgendwie kochen oder?;competence;Preparation;Preparation Steps;14;138;41
Wahrscheinlich die irgendwie kochen oder? Ah ok. Ähm Würdest du schätzen der Topf reicht? Also von der Gesamtmenge her wenn du alles betrachtest?;fact;Equipment;Equipment Size;14;140;42
Ah ok. Ähm Würdest du schätzen der Topf reicht? Also von der Gesamtmenge her wenn du alles betrachtest? Wie groß sollen nochmal die Würfel sein?;fact;Ingredient;Ingredient - Texture,Appearance;14;142;43
Wie groß sollen nochmal die Würfel sein? Ok. Kannst du mir den Teil mit dem Abbrühen nochmal erklären?;competence;Cooking technique;Cooking technique - Ingredient;14;148;44
Ok. Kannst du mir den Teil mit dem Abbrühen nochmal erklären? Kannst du mir noch irgendwie genauer raussuchen wie das mit dem Häuten gehen soll? Weil bei mir löst sich jetzt noch nichts?;competence;Cooking technique;Cooking technique - Ingredient;14;150;45
Kannst du mir noch irgendwie genauer raussuchen wie das mit dem Häuten gehen soll? Weil bei mir löst sich jetzt noch nichts? Mhm?;competence;Cooking technique;Cooking technique - Next Step;14;152;46
Mhm? Ok;competence;Cooking technique;Cooking technique - Next Step;14;154;47
Ok. Ja gut dann;competence;Cooking technique;Cooking technique - Next Step;14;156;48
Ja gut dann. Ok. Ähm Wie äh wie sollen die Zwiebeln irgendwie glasig sein oder steht da nichts spezielleres dabei.;fact;Ingredient;Ingredient - Texture,Appearance;14;164;49
Ok. Ähm Wie äh wie sollen die Zwiebeln irgendwie glasig sein oder steht da nichts spezielleres dabei. Wie viel Brühe war das nochmal?;fact;Amount;Amount of Ingredients;14;166;50
Wie viel Brühe war das nochmal? Ok. Und Kräuterbrühe jetzt insofern dass man das Thymian Oregano und Salbei mit reintut? oder weil da vorher im in den Zutaten stand ja Gemüsebrühe.;fact;Ingredient;Ingredients in Recipe;14;168;51
Ok. Und Kräuterbrühe jetzt insofern dass man das Thymian Oregano und Salbei mit reintut? oder weil da vorher im in den Zutaten stand ja Gemüsebrühe. Ähm wie viel von den Kräutern nochmal?;fact;Amount;Amount of Ingredients;14;174;52
Ähm wie viel von den Kräutern nochmal? Ok sagst du mir was ich noch mit den Röllchen machen soll?;competence;Preparation;Further Processing of part of meal;14;176;53
Ok sagst du mir was ich noch mit den Röllchen machen soll? So Nur Olivenöl sonst nichts oder?;fact;Ingredient;Ingredients in Recipe;14;180;54
So Nur Olivenöl sonst nichts oder? vielleicht kannst du mal derweil suchen ob du noch ein GURkensalatrezep findest das ich noch nicht kenn Ich mach den normalerweise mit Joghurt aber vielleicht kann man das ja auch mit Crème fraîche machen dann kann ich noch mehr Zutaten von dir verwenden?;fact;Recipe;Recipe Retrieval;14;184;55
vielleicht kannst du mal derweil suchen ob du noch ein GURkensalatrezep findest das ich noch nicht kenn Ich mach den normalerweise mit Joghurt aber vielleicht kann man das ja auch mit Crème fraîche machen dann kann ich noch mehr Zutaten von dir verwenden? Was muss ich DA machen?;competence;Preparation;Preparation Steps;14;190;56
Was muss ich DA machen? Gurken gehobelt?;fact;Ingredient;Ingredient - Texture,Appearance;14;192;57
Gurken gehobelt? Ähm Ok. Ja les einfach mal erst mal alles vor.;competence;Preparation;Preparation Steps;14;194;58
Ähm Ok. Ja les einfach mal erst mal alles vor. Ok. Ok. Dann bräucht ich nochmal die Zutaten. Das hab ich nicht mitgekriegt.;fact;Ingredient;Ingredients in Recipe;14;196;59
Ok. Ok. Dann bräucht ich nochmal die Zutaten. Das hab ich nicht mitgekriegt. Mhm?;fact;Ingredient;Ingredients in Recipe;14;198;60
Mhm? Mhm;fact;Ingredient;Ingredients in Recipe;14;204;61
Mhm. Ok? Mhm?;fact;Ingredient;Ingredients in Recipe;14;206;62
Ok? Mhm? Ok. Steht irgendwas zur Art vom Essig dabei?;fact;Ingredient;Ingredient Type;14;208;63
Ok. Steht irgendwas zur Art vom Essig dabei? Ähm Ist noch irgendwas gesagt zu wie lang die Tomaten kochen sollen? Also die Soße?;fact;Time;Cooking Time;14;210;64
Ähm Ist noch irgendwas gesagt zu wie lang die Tomaten kochen sollen? Also die Soße? Ok. Haben zu dem Gurkensalat irgendwelche Leute was geschrieben? Also halt so;fact;Recipe;Request for Ratings;14;212;65
Ok. Haben zu dem Gurkensalat irgendwelche Leute was geschrieben? Also halt so. Ich würde gerne wissen ob das so ein Instant-Couscous ist wie das was was ICH hab.;fact;Ingredient;Ingredient Type;14;216;66
Ich würde gerne wissen ob das so ein Instant-Couscous ist wie das was was ICH hab. Kann ich da auch einfach meines nehmen? Weil das ist schon offen dann musst du nicht extra eine neue Packung aufmachen.;fact;Miscellaneous;Question regarding experiment;14;218;67
Kann ich da auch einfach meines nehmen? Weil das ist schon offen dann musst du nicht extra eine neue Packung aufmachen. Wie lange stand das nochmal dass das im Backofen dauern soll?;fact;Time;Roasting Time;14;220;68
Wie lange stand das nochmal dass das im Backofen dauern soll? Ok. Die Auberginen sollt ich ja anbraten.;competence;Preparation;Preparation Steps;14;220;69
Ok. Die Auberginen sollt ich ja anbraten. Ähm War der Senf beim Salat in Esslöffeln oder in Teelöffeln.;fact;Amount;Amount Unit;14;222;70
Ähm War der Senf beim Salat in Esslöffeln oder in Teelöffeln. War da noch irgendwas anderes in Löffeln gemessen?;fact;Amount;Amount Unit;14;224;71
War da noch irgendwas anderes in Löffeln gemessen? Was und du hattest gesagt ein Esslöffel Essig?;fact;Amount;Amount of Ingredients;14;228;72
Was und du hattest gesagt ein Esslöffel Essig?;fact;Amount;Amount of Ingredients;14;228;73
Was und du hattest gesagt ein Esslöffel Essig? Und wie viel Öl?;fact;Amount;Amount of Ingredients;14;230;74
Und wie viel Öl? Beim Salat waren noch Salz und Pfeffer drin oder?;fact;Ingredient;Ingredients in Recipe;14;232;75
Beim Salat waren noch Salz und Pfeffer drin oder?;fact;Ingredient;Ingredients in Recipe;14;232;76
Beim Salat waren noch Salz und Pfeffer drin oder? Und Schnittlauch noch.;fact;Ingredient;Ingredients in Recipe;14;234;77
Und Schnittlauch noch. Ach Mist Zwiebeln waren noch im Gurkensalat oder?;fact;Ingredient;Ingredients in Recipe;14;236;78
