utterance;level_0;level_1;level_2;tp;absatz;seq
Da fehlt es halt auch einfach wieder an allem Außer Kartoffeln Topinamburding und ja.;fact;Recipe;Recipe Retrieval;17;67;30
Ok was gibt es noch?;fact;Recipe;Recipe Retrieval;17;67;31
Ok was kommt das Chili con carne alles rein?;fact;Ingredient;Ingredients in Recipe;17;69;32
Ja ok. Ähm Was gibt es noch?;fact;Recipe;Recipe Retrieval;17;71;33
Ja was bräuchte man alles für das erste was du gesagt hast für den Spargel-Kartoffelsalat;fact;Ingredient;Ingredients in Recipe;17;73;34
Ok mal blöd gefragt. Kannst du mir irgendwas empfehlen was ich aus den ganzen Geschichten hier bauen kann.;fact;Recipe;Recipe Retrieval;17;75;35
Wo ich NUR die Zutaten brauch. Kannst mal und halt irgendwie Öl Essig und so Geschichten klar aber;fact;Recipe;Recipe Retrieval;17;77;36
Ok was war da jetzt alles mit drin?;fact;Ingredient;Ingredients in Recipe;17;85;37
Mhm;fact;Ingredient;Ingredients in Recipe;17;87;38
Mhm;fact;Ingredient;Ingredients in Recipe;17;89;39
Ok. Was könnte man den aus dem REST beispielsweise machen?;fact;Recipe;Recipe Retrieval;17;91;40
Ist die Frage was könnte man für einen Gibt es irgendeinen Salat den man aus Gurke und Bulgur macht?;fact;Recipe;Recipe Retrieval;17;95;41
Mhm;fact;Recipe;Recipe Summary;17;97;42
Wie schmeckt der Bulgur? Weil das kenn ich überhaupt nicht;fact;Knowledge;Knowledge Taste;17;101;43
Dann Bräucht ich ein Rezept wieder Also zumindest für ihn hier?;fact;Recipe;Recipe Retrieval;17;107;44
Ja. Genau. Ok. So. Ok was kommt da nochmal rein? in den;fact;Ingredient;Ingredients in Recipe;17;119;45
Werden Zitronen schlecht?;fact;Knowledge;Knowledge Ingredient;17;125;46
Werden Zitronen schlecht?;fact;Knowledge;Knowledge Ingredient;17;127;47
Ok also jetzt eineinhalb Kilo Kartoffeln in der Theorie;fact;Amount;Amount of Ingredients;17;133;48
Ok also jetzt eineinhalb Kilo Kartoffeln in der Theorie;fact;Amount;Amount of Ingredients;17;133;49
oder für wie viel Leute ist das dann?;fact;Amount;Amount of Persons;17;133;50
Und dann Zitronen? waren zwei angesagt eigentlich oder?;fact;Amount;Amount of Ingredients;17;137;51
Und dann Zitronen? waren zwei angesagt eigentlich oder?;fact;Amount;Amount of Ingredients;17;137;52
Die Frage ist wird DAS Zeug schlecht irgendwann? Da steht einfach überhaupt nichts drauf.;fact;Knowledge;Knowledge Ingredient;17;139;53
Sechster zwölfter achtzehn. Das ist schon ewig offen. Also schon ein paar Wochen. Weiß nicht ob das noch gut ist oder nicht;fact;Ingredient;MHD (Mindesthaltbarkeitsdatum);17;141;54
Dann war Ding Bohnen oder Mais oder;fact;Ingredient;Ingredients in Recipe;17;147;55
Dann war Ding Bohnen oder Mais oder;fact;Ingredient;Ingredients in Recipe;17;147;56
Mhm Ja.;fact;Ingredient;Ingredients in Recipe;17;149;57
Ja.;fact;Ingredient;Ingredients in Recipe;17;151;58
Mhm;fact;Ingredient;Ingredients in Recipe;17;153;59
So Petersilie Olivenöl so und dann was noch? Oder war es da.;fact;Ingredient;Ingredients in Recipe;17;155;60
Ok gibt es da irgendeine Beschreibung wie man da vorgehen sollte?;competence;Preparation;Preparation Steps;17;159;61
Kann ich erst mal Kartoffeln kochen.;competence;Preparation;Preparation Steps;17;161;62
Also erst bloß die normalen Kartoffeln quasi;competence;Preparation;Preparation Steps;17;163;63
Ja sind ja auch Süßkartoffeln stehen auch dabei oder?;fact;Ingredient;Ingredients in Recipe;17;167;64
Ja sind ja auch Süßkartoffeln stehen auch dabei oder?;fact;Ingredient;Ingredients in Recipe;17;167;65
Also ich mach jetzt eine so mit rein zum probieren;competence;Preparation;Preparation Steps;17;171;66
Steht dabei wie lange? Oder einfach bis halt durch sind?;fact;Time;Cooking Time;17;173;67
Fünf Minuten? Zehn Minuten?;fact;Time;Cooking Time Reassurance;17;175;68
Alles klar. So. Gut. Wie lange dauert das normal.;fact;Time;Cooking Time;17;175;69
Was sind denn die nächsten Schritte noch?;competence;Preparation;Preparation Steps;17;181;70
In Würfel hast du gesagt oder?;fact;Ingredient;Ingredient - Texture,Appearance;17;183;71
In Würfel hast du gesagt oder?;fact;Ingredient;Ingredient - Texture,Appearance;17;183;72
Wie schneidet man am blödsten in Würfel.;competence;Cooking technique;Cooking technique - Ingredient;17;185;73
Gibt es irgendein smartes System dass man am besten in Würfel schneidet?;competence;Cooking technique;Cooking technique - Ingredient;17;187;74
Mhm;competence;Preparation;Preparation Steps;17;191;75
Und wie schauts- also wie wie kann am besten bestimmen dass sie fertig sind? Oder kann man das irgendwie bestimmen außer einfach Gefühl?;competence;Cooking technique;Cooking technique - Ingredient;17;201;76
Was kommt als nächstes? Wenn die Kartoffeln fertig sind?;competence;Preparation;Preparation Steps;17;203;77
Mhm;competence;Preparation;Preparation Steps;17;205;78
Mhm;competence;Preparation;Preparation Steps;17;207;79
Ok also quasi Dinge herschneiden dann als nächstes.;competence;Preparation;Preparation Steps;17;209;80
Wie lange dauert das nochmal?;fact;Time;Cooking Time;17;211;81
Ja die haben wir locker schon oder?;fact;Time;Passed Time;17;213;82
Paprika kann ich eigentlich derweil schon mal reinschmeißen oder?;fact;Ingredient;Ingredient addition point in time;17;215;83
Weil da passiert ja sonst nichts außer dass alles zusammengeschmissen wird.;competence;Preparation;Preparation Steps;17;217;84
Muss irgendwas einfach so einzeln mit rein?;fact;Ingredient;Ingredients in Recipe;17;219;85
Mhm Ok. Sprich die kann ich auch irgendwie reinschmeißen.;competence;Preparation;Preparation Steps;17;221;86
Muss ich die nicht noch warm machen?;fact;Temperature;Heating necessary;17;223;87
Kann man die einfach so auch essen?;fact;Knowledge;Knowledge Ingredient;17;225;88
Wascht man die normal ab? Oder Tut man die einfach so rein;competence;Preparation;Preparation of Ingredient;17;227;89
So. Jetzt quasi auch noch schneiden hast du gemeint oder?;competence;Preparation;Preparation Steps;17;233;90
Ok aber Zitronen kommen erst am Schluss dann rein oder?;fact;Ingredient;Ingredient addition point in time;17;235;91
Zum Würzen dann.;competence;Preparation;Preparation Steps;17;237;92
Mhm Kann man da einfach kaltes Wasser raufschütten?;competence;Preparation;Preparation Steps;17;239;93
Kann man da einfach ein kaltes Wasser raufschütten auf die Kartoffeln oder ist das;competence;Preparation;Preparation Steps;17;241;94
Hm. Sowas habe ich leider nicht.;fact;Equipment;Equipment alternative implicit;17;245;95
Also bloß Kartoffeln jetzt noch abschälen reinhauen und dann also halt herschneiden obviously;competence;Preparation;Preparation Steps;17;249;96
Und dann halt noch den Rest mit reinklatschen.;competence;Preparation;Preparation Steps;17;251;97
Und dass die Kartoffeln durch sind.;fact;Ingredient;Ingredient - Texture,Appearance;17;263;98
Auch äh klein schneiden die Kartoffeln war der Ding oder?;competence;Preparation;Preparation Steps;17;271;99
Tut man die auch pellen? oder was macht man mit denen?;competence;Cooking technique;Cooking technique - Ingredient;17;277;100
So. Hm. Jetzt quasi noch den Rest einfach reinballern.;competence;Preparation;Preparation Steps;17;289;101
Wie viel haben die gesagt wie viel da rein soll;fact;Amount;Amount of Ingredients;17;291;102
Zwei Zitronen;fact;Knowledge;Knowledge - Reassurance explicit;17;295;103
Wie viel Zitronen passen in so ein Glas rein?;fact;Knowledge;Knowledge Ingredient;17;295;104
Kannst mal googeln wie viel Saft da eine eine Zitrone hat?;fact;Knowledge;Knowledge Ingredient;17;295;105
Wie viel Öl soll rein?;fact;Amount;Amount of Ingredients;17;301;106
So. Und jetzt einfach den Rest noch reinballern. Nach Belieben quasi;competence;Preparation;Preparation Steps;17;303;107
So. Und jetzt einfach noch vermengen und dann ist;competence;Preparation;Preparation Steps;17;305;108
Ok Alex Schau mal wie man Spargel im Ofen macht. Und mit Parmesan. Schau mal was mit äh Spargel im Ofen Parmesan.;fact;Recipe;Recipe Retrieval;18;2;1
Zeig mal das Bild;fact;Miscellaneous;Picture Request;18;6;2
Lies mal ein bisschen vor was man machen muss wie man anfangt ich sag dann stopp;competence;Preparation;Preparation Steps;18;14;3
Genau les mal ein bisschen vor ich sag dann Stopp falls wir;competence;Preparation;Preparation Steps;18;18;4
Mhm;competence;Preparation;Preparation Steps;18;20;5
Ok Alex schaust mal ob man wie man Bulgur am besten zubereitet oder ob man Bulgur auch mit Saft aufkochen kann.;competence;Cooking technique;Cooking technique - Ingredient;18;22;6
Soll ich dir sagen was ich machen werde oder soll ich dann sagen;fact;Miscellaneous;Question regarding experiment;18;24;7
jetzt weiß ich nicht wie die das Mischverhältnis ist.;fact;Amount;Ratio;18;28;8
Schau mal wie weit die holzigen Enden sein sollen vom Spargel.;competence;Cooking technique;Cooking technique - Ingredient;18;30;9
Was schaust du?;fact;Miscellaneous;System Processing Status;18;32;10
Saft?;fact;Ingredient;Ingredients in Recipe;18;40;11
Also Bulgur war waschen;competence;Cooking technique;Cooking technique - Reassurance;18;50;12
und dann und dann eins zu eins aufkochen.;competence;Cooking technique;Cooking technique - Reassurance;18;50;13
Mhm;competence;Cooking technique;Cooking technique - Next Step;18;52;14
Die sind in der Dose das heißt die müssten ja schon gar sein kann ich so verwenden?;fact;Ingredient;Ingredient - Proper Usage;19;4;1
Genau dann bräucht ich einmal die Garzeit zu den roten Linsen;fact;Time;Cooking Time;19;6;2
also Zubereitung rote Linsen quasi?;competence;Cooking technique;Cooking technique - Ingredient;19;6;3
Jetzt müsste ich nochmal die Mengenangabe vom Wasser ähm;fact;Amount;Amount of Ingredients;19;8;4
Dann ich glaub eine Tasse erstmal oder ist das Ziel dass ich alles verkoche?;fact;Miscellaneous;Question regarding experiment;19;14;5
Dann würde ich noch gerne wissen ähm Zubereitung grüner Spargel.;competence;Cooking technique;Cooking technique - Ingredient;19;16;6
Also wichtig war es fünf bis sieben Minuten Garzeit. In heißem Öl.;fact;Time;Cooking Time Reassurance;19;20;7
Ähm erst erhitzen und dann bei ähm kleiner Flamme köcheln lassen.;competence;Cooking technique;Cooking technique - Reassurance;19;22;8
Da waren es sieben Minuten höchstens?;fact;Time;Cooking Time Reassurance;19;24;9
Bringt des was äh Linsen während des Garens zu salz- ah zu zu würzen;competence;Cooking technique;Cooking technique - Ingredient;19;28;10
Äh ich würd kurz noch ähm Dünstzeit Aubergine.;fact;Time;Steaming Time;19;36;11
Hm Was war in Wasser dünsten?;competence;Cooking technique;Cooking technique - Ingredient;19;38;12
War Stand das auch mit dabei? Bei Der Aubergine?;competence;Cooking technique;Cooking technique - Ingredient;19;40;13
Ok. Dann Google ich nochmal nach ähm Ähm Soße Schnittlauch Crème fraîche Soße aus Schnittlauch und Crème fraîche;fact;Recipe;Recipe Retrieval;19;42;14
Muss ich grünen Spargel auch schälen wenn ich ihn in der Pfanne mache?;competence;Cooking technique;Cooking technique - Ingredient;19;48;15
Oder Zubereitung grüner Spargel in der Pfanne.;fact;Recipe;Recipe Retrieval;19;50;16
Ok. An den Enden schälen also schneiden oder;competence;Cooking technique;Cooking technique - Reassurance;19;52;17
Einfach nur abzwicken dann wahrscheinlich hm;competence;Cooking technique;Cooking technique - Reassurance;19;54;18
Wir waschen ja eh ich mein was soll das dann?;competence;Cooking technique;Cooking technique - Sense of action;19;56;19
Ok Ähm was noch?;fact;Ingredient;Ingredients in Recipe;19;60;20
Wie viel äh wie viel Mehl muss man verwenden um eine Soße ordentlich zu binden?;fact;Amount;Amount of Ingredients;19;66;21
Und wie mach ich das;competence;Cooking technique;Technical methods;19;68;22
Also wie schmelze ich Mozzarella am besten. Ob der wirklich heiß werden muss oder;competence;Cooking technique;Cooking technique - Ingredient;19;70;23
Geht mit Mehl schon auch oder?;competence;Cooking technique;Cooking technique - Ingredient Addition,Composition;19;76;24
Geht mit Mehl schon auch oder?;competence;Cooking technique;Cooking technique - Reassurance;19;76;25
Ok. Äh wie lange braucht Blugur.;fact;Time;Cooking Time;20;2;1
Ok. Wie lange braucht Spargel. Im Wasserbad.;fact;Time;Cooking Time;20;6;2
Ok und der Bulgur war auch ungefähr fünf Minuten;fact;Time;Cooking Time Reassurance;20;8;3
Dann sag mir doch mal wie man Bulgur richtig zubereitet;competence;Cooking technique;Cooking technique - Ingredient;20;36;4
Und dann?;competence;Cooking technique;Cooking technique - Next Step;20;38;5
Mhm;competence;Cooking technique;Cooking technique - Next Step;20;40;6
Einfach gekocht. Wahrscheinlich unter Rühren? Muss man den dann noch ziehen lassen?;competence;Cooking technique;Cooking technique - Reassurance;20;44;7
Ähm Darf man saure Sahne kochen?;fact;Ingredient;Ingredient - Proper Usage;20;58;8
Ok. Dann such mal nach einem Rezept mit Couscous und Gemüse.;fact;Recipe;Recipe Retrieval;21;2;1
Was ist da alles drin?;fact;Ingredient;Ingredients in Recipe;21;4;2
Was ist das?;fact;Recipe;Recipe Summary;21;4;3
Aber du kannst Such mal noch weiter;fact;Recipe;Recipe Retrieval;21;10;4
Was war noch;fact;Recipe;Recipe Retrieval;21;12;5
Was war da nochmal les nochmal vor;fact;Ingredient;Ingredients in Recipe;21;18;6
Ok. Kann man da Kichererbsen auch reintun?;fact;Ingredient;Ingredient composition;21;20;7
Wie viel Kichererbsen braucht man denn?;fact;Amount;Amount of Ingredients;21;24;8
Eine komplette Dose?;fact;Amount;Amount of Ingredients;21;26;9
Hm Schmeckt das wenn man die reintut?;fact;Ingredient;Ingredient composition;21;30;10
Ähm die ähm Kartoffeln kann man nicht irgendwie noch verwursten oder?;competence;Preparation;Preparation of Ingredient;21;44;11
Sag mal was was da dann dasteht;fact;Recipe;Recipe Summary;21;46;12
Ok also können wir einfach noch Kartoffeln mit reintun wie viel Kartoffeln tun die da rein für zwei Personen?;fact;Amount;Amount of Ingredients;21;52;13
Ok. Ähm Und was muss ich jetzt da machen laut Rezept?;competence;Preparation;Preparation Steps;21;58;14
Die wollen bloß den Stiel reintun oder was?;competence;Preparation;Preparation Steps;21;60;15
Ok. Also den Stiel abtrennen und dann Schälen.;competence;Preparation;Preparation Steps;21;62;16
Brauchen wir eigentlich den ganzen Brokkoli? Wie viel steht denn da?;fact;Amount;Amount of Ingredients;21;74;17
Ich glaub den können wir ganz nehmen.;fact;Amount;Amount of Ingredients;21;76;18
Und was steht als nächstes drin?;competence;Preparation;Preparation Steps;21;92;19
Also ein Zentimeter große Stücke;fact;Ingredient;Ingredient - Texture,Appearance;21;96;20
Also ein Zentimeter große Stücke;fact;Ingredient;Ingredient - Texture,Appearance;21;96;21
So Jetzt brauchen wir die Zwiebel noch oder?;fact;Ingredient;Ingredients in Recipe;21;102;22
So Jetzt brauchen wir die Zwiebel noch oder?;fact;Ingredient;Ingredients in Recipe;21;102;23
Aber wir müssen sie ja schälen oder?;competence;Preparation;Preparation Steps;21;106;24
Was müssen wir als nächstes machen also abgesehen vom Knoblauch;competence;Preparation;Preparation Steps;21;110;25
Da reicht eine halbe Zwiebel Weil Die ist ziemlich groß;fact;Amount;Amount of Ingredients;21;114;26
Ok dann da reicht schon eine halbe.;fact;Amount;Amount of Ingredients;21;116;27
Also kleine Ringe wollten die gell;fact;Ingredient;Ingredient - Texture,Appearance;21;118;28
Also kleine Ringe wollten die gell;fact;Ingredient;Ingredient - Texture,Appearance;21;118;29
hm steht da irgendwie drauf mit welchem Öl oder;fact;Ingredient;Ingredient Type;21;142;30
Also jetzt anbraten.;competence;Preparation;Preparation Steps;21;142;31
Die Zwiebeln kommen erst später.;fact;Ingredient;Ingredient addition point in time;21;146;32
Erst mal nur das Gemüse oder?;competence;Preparation;Preparation Steps;21;146;33
Die Zwiebeln kommen erst später.;competence;Preparation;Preparation Steps;21;146;34
Hm. Macht man den Couscous nicht mit Wasser irgendwie?;competence;Cooking technique;Cooking technique - Reassurance;21;150;35
Hm. Macht man den Couscous nicht mit Wasser irgendwie?;competence;Cooking technique;Cooking technique - Ingredient;21;150;36
Genau so wie REIS im Prinzip fast;competence;Cooking technique;Cooking technique - Reassurance;21;156;37
Was muss ich denn als nächstes machen?;competence;Preparation;Preparation Steps;21;162;38
Den Couscous dazutun?;competence;Preparation;Preparation Steps;21;162;39
Wie viel Brühe brauchen wir denn?;fact;Amount;Amount of Ingredients;21;166;40
Soll das richtig? Wie soll denn das angebraten sein? Also soll das richtig nicht knusprig sein oder? Soll ja nur WEICH werden.;fact;Ingredient;Ingredient - Texture,Appearance;21;170;41
Also soll das richtig nicht knusprig sein oder?;fact;Ingredient;Ingredient - Texture,Appearance;21;170;42
Aber erst sollen wir es noch würzen oder?;competence;Preparation;Preparation Steps;21;172;43
Jetzt auch aufkochen lassen oder?;competence;Preparation;Preparation Steps;21;174;44
Ich glaub das kocht ah das kocht schon eine Minute was muss ich denn jetzt machen?;competence;Preparation;Preparation Steps;21;194;45
Couscous rein?;competence;Preparation;Preparation Steps;21;196;46
Wie viel Couscous brauchen wir da;fact;Amount;Amount of Ingredients;21;198;47
Und einfach reinstreuen oder?;competence;Preparation;Preparation Steps;21;200;48
Ok und äh der Zwiebel?;competence;Preparation;Preparation of Ingredient;21;208;49
Muss man das noch irgendwie würzen?;fact;Ingredient;Ingredients in Recipe;21;222;50
Sicher dass man das nicht GAR nicht mehr würzen muss?;competence;Preparation;Preparation Steps;21;232;51
Theoretisch soll da jetzt ein Deckel drauf oder?;fact;Equipment;Equipment needed;21;234;52
Theoretisch soll da jetzt ein Deckel drauf oder?;fact;Miscellaneous;System Abilities;21;234;53
Kichererbsen muss man nicht kühlstellen oder?;fact;Ingredient;Proper Storage of Ingredient;21;250;54
Kichererbsen muss man nicht kühlstellen oder?;fact;Ingredient;Proper Storage of Ingredient;21;250;55
